;X;Y;osm_id;type;name;opening_hours;wheelchair;cuisine;phone;website;com_insee;com_nom;categorie;notation;prix;enjoyment_rate;brand;wikipedia
5278;2.3440305;48.867508399725196;node/3700828911;restaurant;M'sushi;;;japanese;+33140264775;www.m-sushi.fr;75056;Paris;restaurant;;;;;
5293;2.3353017999999994;48.8749930997233;node/3702623511;restaurant;Tour de Thaï;Mo-Fr 12:00-15:00;;thai;;;75056;Paris;restaurant;;;;;
5295;2.3352479;48.8732974997237;node/3702655129;restaurant;New Balal;;;indian;;;75056;Paris;restaurant;;;;;
5297;2.3346405;48.872574599723904;node/3702663884;fast_food;Aux 2 vaches;Mo-Fr 08:00-19:00;;"breakfast;sandwich;tea;coffee_shop";+33 1 55 32 35 10;;75056;Paris;restaurant;;;;;
5303;2.35907;48.883857499721096;node/3704121926;restaurant;Muniyandy Vilas;Mo-Su 12:00-15:00,18:00-22:30;;indian;+33 1 40 36 13 48;;75056;Paris;restaurant;;;;;
5304;2.359081;48.8839294997211;node/3704122125;restaurant;Annachi;;;indian;;;75056;Paris;restaurant;;;;;
5305;2.2859873;48.847302399730204;node/3708095756;fast_food;Trattoria Napoletana Da Enzo;Mo-Sa 10:30-21:00;;pizza;;;75056;Paris;restaurant;;;;;
5307;2.3822089;48.8450977997307;node/3708177465;restaurant;Burger & Waffle;;yes;german;+33 6 16 72 78 64;http://www.facebook.com/mamajacksonsoulfood;75056;Paris;restaurant;;;;;
5308;2.375193;48.831161799734204;node/3708498889;restaurant;French Eyes;;yes;french;;;75056;Paris;restaurant;;;;;
5310;2.3782454;48.83163519973411;node/3708557532;restaurant;Class'Croute;Mo-Fr 08:00-15:00;yes;sandwich;+33 1 45 70 00 10;https://www.classcroute.com/;75056;Paris;restaurant;;;;;
5317;2.369637;48.833378999733604;node/3709150519;restaurant;Les Monts d'Auvergne;;;"french;regional";;;75056;Paris;restaurant;;;;;
5318;2.3677184;48.8344178997334;node/3709150653;restaurant;Maxence;;;"sandwich;salad";;;75056;Paris;restaurant;;;;;
5319;2.367857;48.8343313997334;node/3709150654;restaurant;Sushi Koo;;limited;japanese;;;75056;Paris;restaurant;;;;;
5325;2.3766187000000003;48.824592099735796;node/3711005625;restaurant;O' Délices;;no;"pizza;sandwich";;;75056;Paris;restaurant;;;;;
5326;2.3704367000000004;48.833699199733495;node/3711079657;restaurant;L'Audiernes;;limited;french;;;75056;Paris;restaurant;;;;;
5327;2.3701244999999997;48.8335805997336;node/3711079658;restaurant;Le Saint-Nicolas;;limited;asian;;;75056;Paris;restaurant;;;;;
5328;2.370022;48.83372269973349;node/3711079659;restaurant;Nieli;;yes;italian;;;75056;Paris;restaurant;;;;;
5329;2.369689;48.8340968997334;node/3711087010;fast_food;Fournée Croustillante;;;sandwich;;;75056;Paris;restaurant;;;;;
5330;2.3695324;48.834766899733296;node/3711104253;restaurant;Hokkaido8;;;japanese;;;75056;Paris;restaurant;;;;;
5331;2.3677252;48.834600899733296;node/3711131236;fast_food;Anatolie;;;kebab;;;75056;Paris;restaurant;;;;;
5332;2.3680592999999996;48.8347110997333;node/3711131240;restaurant;Tekkaba;;;japanese;;;75056;Paris;restaurant;;;;;
5333;2.330233;48.8410700997317;node/3712728251;restaurant;Les Fondus de la Raclette;;;cheese;;;75056;Paris;restaurant;;;;;
5336;2.3395243;48.8838706997211;node/3716024172;restaurant;La Pignatta;;;italian;;;75056;Paris;restaurant;;;;;
5340;2.3732076;48.85728679972771;node/3717255884;restaurant;Tan'in Bar;;;sandwich;;;75056;Paris;restaurant;;;;;
5341;2.3739348999999996;48.8554202997282;node/3717263752;restaurant;Sixième Sens;;;french;;;75056;Paris;restaurant;;;;;
5343;2.3582331;48.8577962997276;node/3725261566;restaurant;Chez Hanna;;;israeli;+33 1 42 74 74 99;;75056;Paris;restaurant;;;;;
5347;2.2977474;48.8493595997297;node/3726439829;fast_food;Aux Délices de Grenelle;;no;asian;;;75056;Paris;restaurant;;;;;
5350;2.2976509;48.849391299729604;node/3726440029;restaurant;Pizza Grenella;;no;pizza;;;75056;Paris;restaurant;;;;;
5361;2.3426742999999997;48.8533254997287;node/3734829638;fast_food;Pizza Rustica;;no;pizza;;;75056;Paris;restaurant;;;;;
5363;2.3430482000000006;48.853286399728695;node/3734845877;fast_food;Mich Sandwiches;Mo-Su 08:30-00:30;yes;sandwiches;;;75056;Paris;restaurant;;;;;
5364;2.342918;48.852520399728895;node/3734846128;fast_food;Yongfa;;;asian;;;75056;Paris;restaurant;;;;;
5368;2.3649063;48.8195002997371;node/3735691604;restaurant;New Saigon;;;asian;;;75056;Paris;restaurant;;;;;
5370;2.3227327;48.8295084997346;node/373746227;fast_food;Gourmet d'Alésia;;;asian;;;75056;Paris;restaurant;;;;;
5379;2.2940585;48.8326933997338;node/3738708667;restaurant;Maison Issa;"Mo-Fr 12:00-22:00; Sa-Su 12:00-15:30";yes;lebanese;+33 1 45 31 24 71;http://www.restaurant-maison-issa.com/;75056;Paris;restaurant;;;;;
5383;2.2832533;48.843817799731;node/3740346526;restaurant;Bistro Saint-Charles;;;french;+33 1 45 75 99 99;;75056;Paris;restaurant;;;;;
5384;2.284437;48.84282179973129;node/3740346541;restaurant;La Pizzeria;;;pizza;;;75056;Paris;restaurant;;;;;
5385;2.2845622000000003;48.84273259973129;node/3740346542;restaurant;Viet Bar;Mo-Su 12:00-14:30, 19:00-22:00;;vietnamese;;;75056;Paris;restaurant;;;;;
5386;2.2848175;48.84265489973129;node/3740346543;restaurant;Bistro Fuji;;;japanese;;;75056;Paris;restaurant;;;;;
5387;2.2850575;48.8425368997314;node/3740346545;restaurant;Yamagoya;;;japanese;;;75056;Paris;restaurant;;;;;
5391;2.2939752999999996;48.8421540997315;node/3740350436;restaurant;Santa Rita;;;pizza;;;75056;Paris;restaurant;;;;;
5393;2.3558424;48.839578499732106;node/3741516935;fast_food;Crêpe de la Joie;;;crepe;;http://crepedelajoie-restaurant.fr/en;75056;Paris;restaurant;;;;;
5395;2.3808856;48.85677579972779;node/3741516939;restaurant;Paya Thaï Voltaire;Mo-Sa 12:00-14:30,19:00-23:30;;thai;+33 9 50 96 65 55;https://www.paya-thai.fr/;75056;Paris;restaurant;;;;;
5398;2.3625592;48.8630060997263;node/374235775;restaurant;Café Charlot;"Mo-Sa 9:00-1:00; Su 9:00-0:00";limited;french;+33 1 44 54 03 30;http://www.cafecharlotparis.com/;75056;Paris;restaurant;;;;;
5400;2.3131227;48.8867467997204;node/3743926821;restaurant;Rooster;"Mo-Fr 12:00-14:00; 19:00-22:00";;french;+33 1 45 79 91 48;https://www.rooster-restaurant.com/;75056;Paris;restaurant;;;;;
5401;2.3135814999999997;48.8870769997203;node/3743927327;restaurant;Les Amateurs;Mo-Sa 08:00-00:00;;french;+33 1 43 18 08 00;;75056;Paris;restaurant;;;;;
5402;2.3132707999999997;48.886640299720405;node/3743933834;restaurant;Le P'tit Musset;;;french;+33-1-4227-3678;;75056;Paris;restaurant;;;;;
5404;2.3126519;48.8870377997203;node/3744054102;restaurant;Le Sancerre;;;french;;;75056;Paris;restaurant;;;;;
5405;2.3192081;48.8701364997245;node/3748908950;restaurant;Le Grand Restaurant;;;french;+33 1 53 05 00 00;http://www.jeanfrancoispiege.com;75056;Paris;restaurant;;;;;
5406;2.3488314999999997;48.8756261997231;node/3754975068;restaurant;Tounsia;Mo-Fr 08:00-17:00;;tunisian;;;75056;Paris;restaurant;;;;;
5409;2.380691;48.8729308997238;node/3756204852;restaurant;Chez Yu;;;vietnamese;;;75056;Paris;restaurant;;;;;
5410;2.3319421;48.874668899723396;node/3757092110;restaurant;Yokohama;;;sushi;;;75056;Paris;restaurant;;;;;
5412;2.3066271;48.843533799731105;node/3758220719;fast_food;L'Orient des Champs;;;lebanese;+33 1 84 17 42 00;;75056;Paris;restaurant;;;;;
5413;2.3065562;48.843030899731204;node/3758220724;fast_food;Signorina;;;italian;;;75056;Paris;restaurant;;;;;
5414;2.3049257;48.8461869997305;node/3758275626;restaurant;Chez Eusebio;;;spanish;;;75056;Paris;restaurant;;;;;
5417;2.3480953999999996;48.8625378997264;node/3759479037;restaurant;La Fresque;Mo-Sa 12:00-15:30, 19:00-00:00;;french;+33142331756;http://www.lafresqueparis.com;75056;Paris;restaurant;;;;;
5421;2.3898112;48.88776769972011;node/3761408089;restaurant;Makido;;;sushi;;;75056;Paris;restaurant;;;;;
5424;2.3513606;48.8751617997233;node/3764853714;restaurant;Cho Cantine;;;vietnamese;+33 6 84 40 40 02;https://www.facebook.com/chocantine;75056;Paris;restaurant;;;;;
5426;2.3032763;48.8469666997303;node/3768190102;restaurant;La Goulette Zmen;;;tunisian;;;75056;Paris;restaurant;;;;;
5427;2.3527847;48.8734249997237;node/3769108557;fast_food;Gardenparty;;;italian;+33 1 53 34 66 19;;75056;Paris;restaurant;;;;;
5429;2.3787987999999998;48.8659050997255;node/3769595157;restaurant;Barracao;Tu-Su 17:00-2:00;no;brazilian;+33 1 43 55 66 06;;75056;Paris;restaurant;;;;;
5430;2.3542896;48.85992529972711;node/3770246357;restaurant;Salento;;;italian;;;75056;Paris;restaurant;;;;;
5431;2.374678;48.851415999729205;node/3770350757;restaurant;Dersou;Tu-Sa 19:30-24:00, Sa,Su 12:00-15:00;limited;asian;;;75056;Paris;restaurant;;;;;
5434;2.3281598;48.8706954997244;node/3770653863;fast_food;Aldo;;;italian;;;75056;Paris;restaurant;;;;;
5436;2.3282297;48.871101899724295;node/3770653867;restaurant;Iyō;;;japanese;;;75056;Paris;restaurant;;;;;
5438;2.3280513;48.87156699972421;node/3770664875;restaurant;La Crêperie;;;crepe;;;75056;Paris;restaurant;;;;;
5442;2.3282979;48.8720479997241;node/3770664987;restaurant;Moghol;;;indian;;;75056;Paris;restaurant;;;;;
5445;2.3283617999999997;48.872518699723905;node/3770664991;restaurant;San Giorgio;;;pizza;;;75056;Paris;restaurant;;;;;
5446;2.2918929;48.868183499725;node/3770824939;restaurant;Il Toscano;;yes;italian;;;75056;Paris;restaurant;;;;;
5447;2.3401387000000002;48.870405199724395;node/3774912160;restaurant;Le Gavroche;Mo-Sa 07:00-01:00;;french;+331 42 96 89 70;;75056;Paris;restaurant;;;;;
5456;2.3066476000000002;48.8738687997236;node/3780938189;restaurant;Yao Yao;;;asian;;;75056;Paris;restaurant;;;;;
5459;2.3078098999999996;48.8745400997234;node/3780938762;restaurant;La Pivoine Chinoise;;;asian;;;75056;Paris;restaurant;;;;;
5460;2.3075089;48.871416599724206;node/3780939660;restaurant;Morny;;;french;;;75056;Paris;restaurant;;;;;
5463;2.3065277;48.873816199723606;node/3780948957;restaurant;Bambou &;;;japanese;;;75056;Paris;restaurant;;;;;
5464;2.3036661;48.872045899724;node/3780948958;restaurant;Le Carpaccio;;;italian;;;75056;Paris;restaurant;;;;;
5465;2.3070519;48.87390449972361;node/3780950262;fast_food;Noon;;;sandwich;;;75056;Paris;restaurant;;;;;
5467;2.3071256;48.873941899723604;node/3780950760;fast_food;Graine;;;couscous;;;75056;Paris;restaurant;;;;;
5469;2.3813607999999995;48.8587656997273;node/3781110496;restaurant;La Perle de Dalian;;;chinese;;;75056;Paris;restaurant;;;;;
5471;2.3255576000000002;48.885224699720794;node/3782575655;restaurant;Pho 9;;;vietnamese;;;75056;Paris;restaurant;;;;;
5472;2.2940958;48.876318399723;node/3784287011;restaurant;La Cuisine;11:00-15:00;;sandwich;;http://www.facebook.com/cuisinelanrezac;75056;Paris;restaurant;;;;;
5473;2.3368647;48.881821599721604;node/3785270698;restaurant;Can Alegria;Mo-Sa 19:00-01:00;;french;+33 6 13 10 51 90;;75056;Paris;restaurant;;;;;
5475;2.3490338;48.85057099972939;node/3797279255;restaurant;La Grange aux Canards;"Tu-Fr,Su 19:00-23:00; Sa 12:00-15:00,19:00-23:00";;french;;;75056;Paris;restaurant;;;;;
5476;2.3490872000000005;48.8507084997293;node/3797279759;restaurant;Le Partage;;;indian;;;75056;Paris;restaurant;;;;;
5477;2.3491165;48.8507864997293;node/3797279760;restaurant;Hébé Restaurant;;;mediterranean;;;75056;Paris;restaurant;;;;;
5478;2.3284597999999996;48.833143799733705;node/3797421891;restaurant;À Mi-Chemin;Tu-Sa 12:00-22:00;limited;"oriental;french";+33145395645;;75056;Paris;restaurant;;;;;
5479;2.3210900000000003;48.8793999997222;node/3799120611;restaurant;Mandoobar;"Mo-Fr 12:00-15:00; Mo-Fr 19:00-23:00";;korean;+33 1 55 06 08 53;;75056;Paris;restaurant;;;;;
5480;2.4021337000000003;48.8436967997311;node/3801497955;restaurant;Pic & Puce;;limited;french;+33 1 44 73 02 11;http://www.picetpuce.com;75056;Paris;restaurant;;;;;
5481;2.3564827;48.856638699727895;node/3801769733;restaurant;Miss Cupcake;12:00-19:30;;"cupcakes;smoothie";;;75056;Paris;restaurant;;;;;
5483;2.3462235000000002;48.872144299724;node/3803547258;restaurant;Bistrot Le Dellac;;;french;+33 1 40 22 01 49;;75056;Paris;restaurant;;;;;
5487;2.3028432999999997;48.872161299724;node/3804195347;restaurant;Café de New York;;;italian;+33 1 42 56 05 06;http://www.cafe-new-york.fr;75056;Paris;restaurant;;;;;
5489;2.3039382;48.872427799723994;node/3804195351;restaurant;Dragons Elysées;12:00-14:30, 19:00-23:30;;asian;+33 1 42 89 85 10;;75056;Paris;restaurant;;;;;
5494;2.2975331000000003;48.8672533997252;node/3811331868;fast_food;Asie House;;;asian;;;75056;Paris;restaurant;;;;;
5503;2.3345217000000003;48.8735379997237;node/3811446457;restaurant;Tivoli;;;italian;;;75056;Paris;restaurant;;;;;
5504;2.3346541000000003;48.8733335997237;node/3811446459;restaurant;Gandhi Jis;;;indian;;;75056;Paris;restaurant;;;;;
5505;2.3347461;48.8733566997237;node/3811446460;restaurant;Midi 12;;;crepe;;;75056;Paris;restaurant;;;;;
5506;2.3350103;48.8734175997237;node/3811446658;restaurant;À Côté;;;french;;;75056;Paris;restaurant;;;;;
5512;2.3174552999999998;48.8903549997195;node/3812680964;restaurant;Jimchelin Thai;Mo-Sa 12:00-15:00,19:00-23:00;no;thai;+33 9 51 82 07 02;;75056;Paris;restaurant;;;;;
5516;2.3261013;48.884247499721;node/3812691157;restaurant;Naoko;;;japanese;;;75056;Paris;restaurant;;;;;
5517;2.3258681;48.884496899721;node/3812691158;restaurant;New Susama;Mo-Su 11:00-15:00, 18:00-23:00;;japanese;+33 1 40 08 05 80;;75056;Paris;restaurant;;;;;
5521;2.3307831;48.830925299734204;node/3818500940;restaurant;Le Tajine;"Sa-Th 11:45-15:00, 17:00-23:00; Fr 17:00-23:00";;moroccan;;;75056;Paris;restaurant;;;;;
5522;2.335045;48.8806069997219;node/3822668657;restaurant;Ito;Tu-Fr 12:00-14:30, Tu-Sa 19:00-23:00, Sa 12:00-15:00;limited;asian;;;75056;Paris;restaurant;;;;;
5523;2.3511652;48.8478065997301;node/3823088167;fast_food;Breakfast in America;08:00-23:00;limited;burger;+33 143 545 028;;75056;Paris;restaurant;;;;;
5524;2.3231179;48.8934595997187;node/3823126464;fast_food;La Pizza;Mo-Su 11:00-15:00,18:00-23:00;;pizza;+33 1 42 28 05 13;http://www.lapizzalesite.fr/;75056;Paris;restaurant;;;;;
5525;2.3233875;48.8933378997188;node/3823126466;restaurant;Il Sole d'Italia;;no;pizza;;;75056;Paris;restaurant;;;;;
5526;2.3239036;48.893460899718704;node/3823126468;fast_food;Alim;;;kebab;+33 1 42 28 94 85;;75056;Paris;restaurant;;;;;
5527;2.3239589;48.89346359971871;node/3823126469;fast_food;Le Spécial Sandwicherie;;;burger;;;75056;Paris;restaurant;;;;;
5529;2.3229311000000004;48.8937081997187;node/3824203664;fast_food;Al Medina;;;pizza;;;75056;Paris;restaurant;;;;;
5534;2.3210305;48.894167899718596;node/3824984620;restaurant;Chez Ester;;;african;+33 1 72 34 69 43;;75056;Paris;restaurant;;;;;
5535;2.2658939;48.8475893997301;node/3826615957;restaurant;La Délice;;;asian;;;75056;Paris;restaurant;;;;;
5536;2.2658148999999996;48.8477512997301;node/3826616058;restaurant;Le Mouton Blanc;;;french;;;75056;Paris;restaurant;;;;;
5542;2.3180688999999997;48.8875926997202;node/3835958369;restaurant;Comme chez Maman;;no;french;+33 1 42 28 89 53;https://comme-chez-maman.com/;75056;Paris;restaurant;;;;;
5545;2.3171037999999995;48.895053499718294;node/3840045860;restaurant;Chez Gusto;Mo-Fr 11:00-22:30;;italian;+33 9 80 67 31 17;;75056;Paris;restaurant;;;;;
5546;2.3170086;48.89528799971829;node/3840045868;restaurant;Pizza King;Mo-Su 11:00-15:00,18:00-23:00;;italian;+33 1 58 59 01 20;http://www.pizzakingparis17.fr/;75056;Paris;restaurant;;;;;
5548;2.3291588;48.8790089997223;node/3843148262;restaurant;Kessari;;;indian;;;75056;Paris;restaurant;;;;;
5549;2.3290598;48.8789989997223;node/3843148263;restaurant;Lucette Fait des Crêpes;;;crepe;;;75056;Paris;restaurant;;;;;
5550;2.3296055;48.8791635997223;node/3843183065;fast_food;La Petite Comédie;;;pizza;;;75056;Paris;restaurant;;;;;
5551;2.3292541;48.8790192997223;node/3843210357;restaurant;Sushi Japo;;;japanese;;;75056;Paris;restaurant;;;;;
5552;2.3273136;48.879572899722206;node/3843683960;fast_food;Baba Sandwichs;;;italian;;;75056;Paris;restaurant;;;;;
5553;2.3773868;48.865437199725704;node/3844401746;restaurant;Trattoria Da Gigi;;;italian;;;75056;Paris;restaurant;;;;;
5554;2.4062487999999997;48.8528281997288;node/385145628;restaurant;Le Boucl'Art;;limited;french;;;75056;Paris;restaurant;;;;;
5555;2.314941;48.8791704997223;node/3851771358;fast_food;New Impérial Monceau;;;asian;;;75056;Paris;restaurant;;;;;
5556;2.3149987999999997;48.8791267997223;node/3851771457;restaurant;Le Bigado;;;pizza;;;75056;Paris;restaurant;;;;;
5559;2.3606532000000002;48.8577806997276;node/3856904357;restaurant;Suzette;Tu-Su 12:00-23:00;no;french;;;75056;Paris;restaurant;;;;;
5560;2.3710835;48.84799759972999;node/3858378262;restaurant;À La Biche Au Bois;Mo-Sa 12:00-14:00,19:00-23:00;no;french;+33143433438;https://www.facebook.com/alabicheaubois/;75056;Paris;restaurant;;;;;
5564;2.3274765;48.8538668997286;node/3860736579;restaurant;La Petite Chaise;Mo-Su 12:00-14:00,Mo-Su 19:00-23:00;;french;;;75056;Paris;restaurant;;;;;
5570;2.3310974;48.8910893997193;node/3873384060;restaurant;Restaurant Diyar;;;kebab;;;75056;Paris;restaurant;;;;;
5571;2.2664804;48.839825399732;node/3876685756;restaurant;Le Mathusalem;;;french;+33 1 42 88 10 73;http://www.le-mathusalem.com/;75056;Paris;restaurant;;;;;
5576;2.368313;48.8758542997231;node/3878454458;fast_food;Au pas de Saint-Louis;;;sandwich;;;75056;Paris;restaurant;;;;;
5579;2.3446272999999995;48.851553799729096;node/3878917072;restaurant;Pirosmani;;;georgian;+331 43 26 17 65;;75056;Paris;restaurant;;;;;
5580;2.3208317000000003;48.845125899730704;node/3880874810;restaurant;Nina Sushi;;;japanese;;;75056;Paris;restaurant;;;;;
5582;2.3509949;48.8738243997236;node/3885205815;restaurant;La Réclame;"Tu-Th 11:00-19:30; Fr,Sa 11:00-22:00";no;french;+33 1 42 26 24 57;http://www.lareclame-epicerie.com;75056;Paris;restaurant;;;;;
5585;2.3499246;48.8632633997262;node/3889206258;fast_food;Libshop;;;lebanese;;;75056;Paris;restaurant;;;;;
5587;2.3502482999999996;48.865211599725704;node/3889206261;restaurant;Freddy's BBQ;;;barbecue;;;75056;Paris;restaurant;;;;;
5593;2.3504299;48.8655896997256;node/3889241159;fast_food;Boulettes;;limited;french;;https://www.boulettesrestaurant.fr/;75056;Paris;restaurant;;;;;
5598;2.3508912;48.8659788997256;node/3889241462;fast_food;Jeu de la Vie;Tu-Su,PH 11:30-15:00,18:00-22:00;yes;asian;;;75056;Paris;restaurant;;;;;
5600;2.3509293999999996;48.8660273997255;node/3889241558;restaurant;Fondue 9 蜀九香;;limited;"Chinese;火鍋";+33 1 42 21 04 79;;75056;Paris;restaurant;;;;;
5604;2.2951446;48.84712399973021;node/3897120557;restaurant;Le Select;;;french;;;75056;Paris;restaurant;;;;;
5605;2.2853692999999997;48.8501611997295;node/3902395923;restaurant;Star King;;;korean;+33 1 45 77 69 69;;75056;Paris;restaurant;;;;;
5606;2.348343;48.8474510997301;node/390266577;restaurant;Les Pipos;Mo-Sa 08:00-02:00;no;french;;;75056;Paris;restaurant;;;;;
5607;2.3181382;48.846278399730394;node/3904919516;restaurant;Mazar;;;lebanese;;;75056;Paris;restaurant;;;;;
5616;2.3436325;48.8607087997268;node/3916696565;restaurant;Yaki Shop;;;japanese;;;75056;Paris;restaurant;;;;;
5617;2.3437651;48.8609317997268;node/3916696567;restaurant;Enza & Famiglia;;;italian;;;75056;Paris;restaurant;;;;;
5618;2.3438007;48.8610180997268;node/3916696568;restaurant;La Cantine des Tsars;Mo-Sa 11:45-14:30, 18:45-22:00;;russian;;http://lacantinedestsars.com;75056;Paris;restaurant;;;;;
5619;2.3439885;48.8608438997268;node/3916696569;fast_food;Il Timo;;;italian;;;75056;Paris;restaurant;;;;;
5620;2.3466326;48.8815562997217;node/3917218657;restaurant;Faggio;Mo-Fr 17:30-23:00, Sa,Su 17:00-24:00;;pizza;+33 1 40 37 44 02;http://www.faggio.fr/;75056;Paris;restaurant;;;;;
5622;2.3739572;48.8233477997361;node/3917436218;restaurant;Lao Viet;;limited;"lao;vietnamese";;http://restaurantlaoviet.com/;75056;Paris;restaurant;;;;;
5624;2.2979857999999997;48.8435134997311;node/3918335184;restaurant;Le Bugatti;;;italian;+33142503740;http://lebugatti.com/;75056;Paris;restaurant;;;;;
5626;2.3005723999999996;48.84329759973121;node/3918335186;restaurant;Pizza de Vinci;Mo-Sa 11:45-15:00, Mo-Sa 18:00-23:00;;italian;+33 1 47 83 77 86;;75056;Paris;restaurant;;;;;
5627;2.2827593999999998;48.8495231997296;node/3920295906;restaurant;Benkay;;;japanese;+33 1 40 58 21 26;http://www.restaurant-benkay.com/;75056;Paris;restaurant;;;;;
5628;2.2790972000000003;48.8461007997305;node/3920304773;restaurant;Artgens;;;asian;;;75056;Paris;restaurant;;;;;
5629;2.2786182999999998;48.8460758997305;node/3920304774;restaurant;La Pieta;;;italian;;;75056;Paris;restaurant;;;;;
5630;2.3574718999999997;48.8662407997255;node/3920543464;restaurant;Divin'Art;;;crepe;+33 1 42 71 01 64;;75056;Paris;restaurant;;;;;
5631;2.360824;48.8666493997254;node/3920612563;fast_food;Gabe;;;hot_dog;;;75056;Paris;restaurant;;;;;
5633;2.3609417;48.8664451997254;node/3920619858;restaurant;Sushi Yaki;;;japanese;;;75056;Paris;restaurant;;;;;
5634;2.3606799;48.8666190997254;node/3920619957;fast_food;Banh-Mi;;;vietnamese;;;75056;Paris;restaurant;;;;;
5635;2.3599041;48.868147999725;node/3920636762;restaurant;Auciel République;;;chinese;+33 1 42 74 72 91;;75056;Paris;restaurant;;;;;
5639;2.3576407;48.8692895997247;node/3920725973;fast_food;Crazy Salad'Bar;;;salad;;;75056;Paris;restaurant;;;;;
5640;2.3479339;48.864797499725796;node/3922314506;restaurant;Aux 3 Eléphants;;;thai;+33 1 42 21 16 65;https://m.facebook.com/pages/Les-3-Elephants-restaurant-tha%C3%AF/168278436534711;75056;Paris;restaurant;;;;;
5646;2.3650792999999997;48.8256469997355;node/3930470621;restaurant;Pasta et Basta;Mo-Fr 12:00-14:30, Th,Fr 19:00-22:30;;italian;;;75056;Paris;restaurant;;;;;
5647;2.3235704;48.8418321997315;node/3930906564;restaurant;La Cerisaie;;;french;+33 1 43 20 98 98;http://www.restaurantlacerisaie.com/;75056;Paris;restaurant;;;;;
5648;2.3205117000000004;48.8906943997194;node/3932548845;restaurant;Ménélik;;;ethiopian;;;75056;Paris;restaurant;;;;;
5653;2.3079158;48.8672257997253;node/394660622;restaurant;Hanawa;;yes;japanese;;;75056;Paris;restaurant;;;;;
5654;2.3882657000000003;48.843839999730996;node/3949867058;restaurant;Fraulino;;;italian;+33 1 73 70 98 98;;75056;Paris;restaurant;;;;;
5656;2.2946058;48.8474828997301;node/3955899279;restaurant;Lac Tana;;;ethiopian;;;75056;Paris;restaurant;;;;;
5657;2.3194279;48.8510842997292;node/3955986236;restaurant;La Table d'Aki;;no;japanese;;;75056;Paris;restaurant;;;;;
5664;2.3717019;48.8235801997361;node/3960011709;restaurant;Le Bistro Viet;Mo-Su 12:00-15:00, Mo-Su 18:30-22:30, Tu closed;yes;vietnamese;+33 145840543;http://restaurantlaoviet.com;75056;Paris;restaurant;;;;;
5665;2.3255491000000004;48.88538339972071;node/3961750081;restaurant;I.Isakaya;Mo-Sa 11:45-15:00,19:00-23:00;;japanese;+33 9 82 32 05 89;https://www.facebook.com/Yizakaya-864173063615244/;75056;Paris;restaurant;;;;;
5667;2.3663925999999997;48.879311299722204;node/3961977752;restaurant;Kheak & Véro;;no;thai;;;75056;Paris;restaurant;;;;;
5668;2.3658181000000003;48.8783376997225;node/3961978457;restaurant;Pania;;;asian;;;75056;Paris;restaurant;;;;;
5669;2.3654672999999997;48.8779287997226;node/3961978459;restaurant;Canal Sushi;"Mo-Sa 18:00-22:30; Su 11:30-22:30";;japanese;;http://www.canalsushiooka.fr/;75056;Paris;restaurant;;;;;
5670;2.3654298;48.8778891997226;node/3961978460;fast_food;Pomm' resto;;;pizza;;;75056;Paris;restaurant;;;;;
5671;2.3383068;48.8900723997196;node/3962359693;fast_food;Tast Eat;Mo-Fr 11:00-22:30;;thai;;https://tasteatparis.fr/;75056;Paris;restaurant;;;;;
5672;2.3551512000000003;48.872648699723904;node/3969301653;restaurant;Anatolia Village;;limited;turkish;;;75056;Paris;restaurant;;;;;
5673;2.3547523999999997;48.873128899723795;node/3969301654;restaurant;LOL;Mo-Su 00:00-02:00,09:00-24:00;;french;+33 1 42 46 06 04;https://www.facebook.com/LolClasse/;75056;Paris;restaurant;;;;;
5674;2.3548004000000002;48.87320959972379;node/3969301655;restaurant;La Quincaillerie;Mo-Su 00:00-02:00,10:30-24:00;;french;+33 9 82 43 29 40;https://www.facebook.com/LaQuincaillerie10/;75056;Paris;restaurant;;;;;
5675;2.3546171;48.872888599723794;node/3969301656;restaurant;Le Mondial;"Mo-Fr 00:00-02:00,08:00-24:00; Sa,Su 00:00-02:00,10:00-24:00";;french;+33 9 86 23 09 84;;75056;Paris;restaurant;;;;;
5677;2.3509012;48.8749081997233;node/3969310160;restaurant;Soban Bento;;;japanese;;;75056;Paris;restaurant;;;;;
5678;2.3509342999999996;48.8750082997233;node/3969310162;restaurant;Natives;;;salad;;;75056;Paris;restaurant;;;;;
5681;2.3251545;48.88787279972011;node/3974817297;fast_food;Restaurant Anatolie;Mo-Su 07:00-23:30;;kebab;+33 1 45 22 68 05;;75056;Paris;restaurant;;;;;
5685;2.3533258999999997;48.873232899723796;node/3975063035;fast_food;Mica;;;african;;;75056;Paris;restaurant;;;;;
5686;2.3507277;48.871520399724204;node/3975063037;restaurant;Pic Nic;;;korean;+33 1 47 70 43 35;;75056;Paris;restaurant;;;;;
5687;2.3544304;48.8726443997239;node/3975063038;restaurant;Pizza Grill Istambul;Mo-Su 12:00-23:30;;turkish;+33 1 48 00 98 10;http://www.pizza-grill-istanbul.com/;75056;Paris;restaurant;;;;;
5688;2.3515836;48.871353899724205;node/3975063039;fast_food;Pizza Uskudar;Mo-Sa 12:00-20:00;;turkish;+33 1 42 47 07 05;;75056;Paris;restaurant;;;;;
5689;2.3534545;48.873185899723794;node/3975063049;restaurant;Wan Li;Mo-Sa 12:00-22:00;;asian;+33 1 44 79 05 36;;75056;Paris;restaurant;;;;;
